IP Source,IP Destination,Source Port,Destination Port,Protocol,Label
235.51.154.170,16.22.136.175,34085,44374,UDP,C&C-Tori
189.2.60.174,56.149.79.252,4044,26240,UDP,No Attack
49.169.135.152,18.103.36.250,27809,44971,ICMP,Benign
85.183.115.3,129.58.70.111,28795,52295,ICMP,No Attack
206.231.74.97,71.103.104.43,13658,38029,TCP,C&C-Tori
189.122.102.146,15.209.155.228,43310,45091,ICMP,C&C-PartOfAHorizontalPortScan-Attack
11.231.229.203,44.141.109.250,6015,41886,TCP,DDoS
53.38.149.6,149.244.10.25,59840,61020,TCP,Benign
106.92.118.135,26.112.148.22,45498,58732,TCP,Benign
70.186.217.63,190.251.167.198,29858,36759,UDP,Benign
213.53.76.151,30.124.56.17,44646,12168,TCP,No Attack
225.32.58.218,212.109.155.103,5009,41959,TCP,DDoS
183.150.97.85,159.123.163.188,17664,63217,TCP,PartOfAHorizontalPortScan
156.72.200.132,157.111.95.21,55530,46658,TCP,C&C-HeartBeat-Attack
36.77.131.145,55.188.145.155,42570,26809,TCP,C&C-PartOfAHorizontalPortScan-Attack
185.152.28.246,92.31.26.3,7682,17350,UDP,DDoS
132.116.53.143,20.252.85.89,38997,4222,ICMP,No Attack
103.63.18.32,122.175.214.138,19452,55484,TCP,Okiru
56.0.250.164,233.187.0.166,27635,64848,TCP,Benign
231.98.90.25,224.255.127.240,47348,52398,UDP,No Attack
95.219.167.245,139.128.64.163,27264,21602,TCP,DDoS
178.125.246.207,87.221.32.154,52639,52603,TCP,Benign
220.216.48.15,110.162.45.182,14543,61652,TCP,Okiru
8.63.72.152,192.146.33.35,61919,26048,UDP,No Attack
175.138.3.183,192.34.92.35,64819,2603,TCP,Benign
248.92.38.110,216.229.159.32,2184,32930,TCP,No Attack
211.234.156.174,124.197.242.215,14661,50938,TCP,PartOfAHorizontalPortScan
58.10.4.196,248.218.104.188,9008,10104,TCP,Okiru-Attack
80.208.205.150,76.72.180.178,18749,15617,TCP,C&C-Tori
12.122.79.229,215.249.54.234,25211,18073,TCP,Benign
20.127.239.142,115.77.204.180,43852,44183,TCP,No Attack
68.81.194.149,173.37.55.67,13556,30151,TCP,Benign
64.214.231.46,135.57.168.130,32336,47170,TCP,DDoS
94.209.19.52,99.219.87.198,8993,24366,TCP,Okiru
112.1.236.127,140.184.199.112,38326,47805,ICMP,DDoS
78.164.69.148,92.253.59.197,50768,65172,ICMP,Benign
60.150.153.234,49.253.236.40,49487,24710,TCP,C&C-Mirai
202.79.97.44,108.26.73.146,61927,45517,TCP,PartOfAHorizontalPortScan
123.144.71.112,25.37.130.219,49947,12614,UDP,No Attack
100.133.175.131,64.39.96.4,48633,4675,TCP,PartOfAHorizontalPortScan-Attack
197.248.17.40,54.153.26.88,36075,8549,TCP,No Attack
98.250.172.184,106.196.38.243,34645,1709,TCP,Benign
49.12.93.206,71.40.176.96,17372,46742,TCP,No Attack
15.48.140.48,102.39.114.218,6038,60005,TCP,PartOfAHorizontalPortScan
107.230.60.104,64.25.183.239,12207,16802,TCP,C&C-HeartBeat-FileDownload
239.211.90.210,47.39.182.3,3512,59732,TCP,Benign
172.200.104.24,93.34.115.181,61813,61752,TCP,No Attack
229.132.8.113,149.186.160.28,42604,59350,TCP,DDoS
151.106.52.117,71.213.85.137,6460,24020,TCP,Benign
201.94.243.146,12.70.82.98,39068,26568,TCP,DDoS
209.190.7.239,216.136.26.181,40470,4345,UDP,No Attack
53.230.113.40,85.61.5.23,63001,53206,UDP,C&C-Tori
88.44.188.231,219.150.56.46,59277,63262,ICMP,C&C-Tori
37.227.158.163,136.97.80.106,23978,28622,TCP,No Attack
16.30.231.178,130.211.184.129,26577,65098,TCP,FileDownload
208.147.66.31,39.197.144.170,19404,52636,ICMP,Okiru-Attack
168.154.55.82,240.239.121.58,42092,7429,UDP,DDoS
214.196.126.192,155.37.234.23,65065,17484,TCP,Benign
174.247.9.108,153.190.204.83,34890,45438,ICMP,No Attack
134.56.33.134,150.119.244.19,12515,45567,TCP,No Attack
85.104.204.188,8.184.180.206,28228,12968,TCP,C&C-HeartBeat
92.84.246.34,157.250.216.103,17146,40470,TCP,Okiru
112.59.166.34,174.17.39.14,56120,27823,TCP,C&C-HeartBeat-Attack
236.200.223.45,111.187.248.40,16150,51978,TCP,No Attack
247.124.101.103,114.29.129.50,34376,22965,TCP,C&C-HeartBeat
90.157.191.216,32.77.204.2,52452,9891,TCP,Benign
161.131.243.129,228.90.177.42,6720,10616,TCP,C&C-HeartBeat-FileDownload
211.184.201.176,202.51.78.47,53646,55969,TCP,C&C-FileDownload
26.89.62.185,34.186.153.3,19948,23918,TCP,No Attack
177.180.7.243,113.120.76.29,48597,33391,ICMP,Benign
83.149.156.221,216.179.2.53,32798,7065,TCP,C&C-FileDownload
220.4.65.129,250.231.236.23,33425,53027,TCP,DDoS
149.226.116.59,19.61.174.29,55265,52343,TCP,Okiru
242.252.40.163,52.178.123.103,25936,62380,UDP,C&C-HeartBeat
123.190.239.101,133.204.82.138,62996,26769,TCP,FileDownload
1.250.102.187,240.57.50.234,14688,27468,TCP,C&C-HeartBeat-Attack
129.111.14.116,211.120.164.144,31812,10362,TCP,Okiru
54.245.251.45,68.31.13.175,56892,46556,TCP,Benign
40.89.144.209,103.206.238.6,7508,2843,TCP,No Attack
109.167.112.28,188.25.231.83,19770,62185,UDP,C&C-HeartBeat-Attack
66.79.230.186,123.35.76.208,27874,46080,TCP,No Attack
111.111.108.4,238.66.229.172,64403,56037,TCP,Okiru
152.165.119.250,243.39.136.245,39188,54300,TCP,C&C-HeartBeat-FileDownload
59.141.142.237,61.212.174.52,52086,58519,TCP,C&C-PartOfAHorizontalPortScan-Attack
239.56.63.59,50.148.184.16,29861,29320,TCP,Okiru-Attack
5.184.7.90,173.107.64.110,41113,9060,UDP,DDoS
20.123.192.32,11.251.85.148,59084,42580,TCP,C&C-Mirai
42.227.149.15,157.54.63.157,36267,41601,TCP,PartOfAHorizontalPortScan
210.155.235.208,244.93.232.22,63422,9890,TCP,No Attack
73.176.75.215,101.220.52.1,30176,1403,TCP,Benign
79.32.234.148,52.55.208.241,47519,52756,TCP,C&C-HeartBeat-Attack
184.218.132.5,39.156.28.75,28124,46451,TCP,No Attack
183.171.137.109,198.193.165.234,57007,59620,TCP,C&C-HeartBeat-Attack
25.84.238.220,236.40.153.119,34207,63625,ICMP,Benign
224.189.31.41,127.216.39.77,24181,27743,TCP,C&C-FileDownload
165.251.76.171,121.71.93.174,25085,25897,TCP,No Attack
64.172.37.201,43.203.32.146,17261,34300,TCP,Benign
220.13.22.136,105.209.82.152,53405,63326,TCP,Benign
222.86.232.132,243.217.243.114,8312,24846,TCP,No Attack
5.211.235.52,155.92.58.203,28747,41546,ICMP,No Attack
206.71.66.145,135.64.247.223,10939,55936,TCP,No Attack
217.194.128.61,5.42.238.180,11663,55321,TCP,Benign
19.19.26.117,106.9.236.86,45311,40259,TCP,C&C-PartOfAHorizontalPortScan-Attack
104.107.210.110,53.55.91.184,13919,52544,TCP,Benign
32.9.78.53,183.91.235.82,33119,10709,TCP,C&C-HeartBeat-Attack
104.106.196.253,27.171.137.17,7600,7129,TCP,No Attack
90.20.177.60,253.168.213.63,50357,57847,TCP,No Attack
115.65.35.34,33.178.247.58,11741,17168,TCP,No Attack
208.53.247.17,225.130.195.177,22229,59998,TCP,Benign
44.134.253.25,238.179.19.212,63057,34096,TCP,C&C-HeartBeat-Attack
235.143.199.58,17.120.113.178,47990,32521,UDP,No Attack
141.82.143.60,29.120.147.253,49335,62716,TCP,C&C-HeartBeat-Attack
111.206.115.62,129.32.64.126,59928,19630,TCP,C&C-HeartBeat
80.85.2.249,206.234.228.93,61073,18184,TCP,No Attack
113.98.119.122,243.117.166.63,63492,48953,UDP,C&C-Tori
88.250.203.2,83.34.8.231,51969,55096,UDP,C&C-HeartBeat-Attack
168.49.95.211,8.115.8.164,40271,49958,TCP,DDoS
204.74.151.99,235.16.165.200,49885,1471,TCP,DDoS
91.125.127.143,7.93.40.248,50826,33814,UDP,Benign
176.48.150.214,205.245.135.209,8874,54981,TCP,No Attack
24.151.119.131,59.146.203.240,16026,36198,TCP,No Attack
214.190.141.69,67.223.164.91,22481,18820,TCP,C&C-HeartBeat
247.50.198.163,139.8.243.185,2712,52294,TCP,No Attack
83.146.15.75,151.111.143.97,29500,62488,TCP,C&C-HeartBeat
232.183.249.104,213.74.76.104,50711,4369,TCP,DDoS
168.207.245.47,210.160.62.61,46012,5290,UDP,C&C-HeartBeat
197.39.207.116,163.115.184.75,41703,62287,TCP,Benign
194.217.242.20,166.180.195.150,31655,23824,UDP,PartOfAHorizontalPortScan-Attack
255.245.20.237,45.246.10.216,14296,52156,TCP,PartOfAHorizontalPortScan
228.51.109.109,143.35.107.142,57804,36565,TCP,No Attack
45.120.160.161,149.111.128.2,44674,1777,TCP,C&C-PartOfAHorizontalPortScan-Attack
61.248.87.59,125.11.112.62,15879,32448,TCP,C&C-HeartBeat-FileDownload
148.91.181.248,181.180.240.121,58209,51120,TCP,DDoS
121.184.203.69,59.92.170.124,46730,5551,TCP,No Attack
32.187.209.97,158.251.43.227,51863,30521,TCP,PartOfAHorizontalPortScan
232.228.234.0,145.229.75.176,48749,33042,TCP,Benign
54.145.60.44,138.72.91.55,53242,58840,TCP,FileDownload
63.81.152.15,44.254.1.181,20434,34115,TCP,PartOfAHorizontalPortScan
92.96.42.209,150.119.206.22,1614,13026,TCP,FileDownload
7.68.152.131,200.120.177.197,39465,41421,TCP,C&C-FileDownload
36.79.246.79,110.90.208.118,45506,24585,TCP,Benign
161.94.163.192,243.70.185.226,39486,18111,TCP,No Attack
45.154.76.179,150.229.229.156,29383,58368,UDP,C&C-Mirai
28.35.110.85,89.129.76.15,51949,30416,TCP,Benign
188.81.103.150,3.0.90.132,51966,24758,TCP,Benign
253.3.171.151,131.98.38.166,2315,26430,TCP,C&C-PartOfAHorizontalPortScan-Attack
122.13.146.34,129.39.95.170,58472,23180,TCP,Benign
229.16.76.48,236.66.191.133,40279,6968,TCP,C&C-HeartBeat-Attack
33.148.229.106,57.204.177.120,51492,59681,UDP,PartOfAHorizontalPortScan-Attack
222.121.193.121,238.62.30.122,12359,32540,TCP,No Attack
233.177.122.196,48.4.84.218,54828,33617,TCP,C&C-Tori
8.118.18.48,209.132.58.148,40035,42139,TCP,No Attack
17.121.244.64,122.251.3.10,5932,29134,ICMP,Benign
226.177.159.175,133.149.112.80,51558,16777,TCP,DDoS
18.75.205.111,248.71.101.22,34150,60826,TCP,C&C-HeartBeat-Attack
237.198.116.181,10.59.26.206,44243,61255,ICMP,No Attack
63.59.21.48,199.115.30.119,28982,18246,UDP,PartOfAHorizontalPortScan
56.163.207.20,3.241.138.214,38695,61056,TCP,C&C-HeartBeat-Attack
215.224.210.219,15.15.235.35,17442,7937,UDP,No Attack
15.21.208.168,65.175.212.26,19913,45674,ICMP,DDoS
243.4.112.186,199.5.81.95,58566,60982,TCP,C&C-FileDownload
184.221.83.226,150.222.152.53,8570,29357,ICMP,No Attack
192.176.32.17,203.43.89.151,32978,52008,TCP,C&C-Tori
253.127.4.181,154.129.13.181,52824,43485,TCP,Benign
202.62.149.143,56.136.135.139,12750,39277,UDP,FileDownload
130.35.56.178,252.179.99.135,43078,54497,TCP,C&C-PartOfAHorizontalPortScan-Attack
86.1.66.13,165.160.133.236,40722,19879,UDP,DDoS
210.20.118.224,205.152.9.231,18353,24757,UDP,Benign
75.252.12.122,185.30.203.220,23343,60396,TCP,No Attack
19.34.86.144,249.119.236.3,46549,5475,TCP,Benign
119.90.186.104,61.141.207.208,8248,39351,TCP,Benign
6.217.235.208,203.161.160.125,20774,20436,TCP,C&C-Mirai
156.90.193.193,3.240.219.58,40683,11333,TCP,C&C-HeartBeat-Attack
151.212.205.255,110.97.129.68,10126,51418,UDP,C&C-HeartBeat-Attack
242.223.179.160,63.76.91.41,65319,29918,TCP,C&C-FileDownload
223.100.202.181,223.145.241.69,17384,37043,TCP,PartOfAHorizontalPortScan
128.94.215.26,214.149.77.175,2004,31146,TCP,C&C-HeartBeat-Attack
215.89.3.24,205.36.63.12,40197,52368,UDP,C&C-PartOfAHorizontalPortScan-Attack
204.125.143.146,13.83.103.195,26806,43734,TCP,Benign
129.213.84.59,186.244.249.179,12272,55047,TCP,DDoS
189.183.166.42,139.250.109.144,63139,3422,TCP,Benign
35.157.75.47,55.125.124.175,22998,29940,TCP,No Attack
127.173.241.182,37.134.219.252,31596,26830,UDP,No Attack
160.192.63.214,1.64.1.8,3807,26178,TCP,Benign
157.205.5.156,139.245.186.208,31325,50655,TCP,Okiru-Attack
30.171.246.176,222.81.62.17,32713,17028,ICMP,C&C-PartOfAHorizontalPortScan-Attack
139.242.195.133,130.14.191.231,56684,18468,TCP,Benign
43.126.12.209,51.131.12.202,21609,26476,TCP,No Attack
212.219.233.38,53.175.229.191,63066,43099,TCP,PartOfAHorizontalPortScan
77.4.127.140,154.107.232.152,22992,24809,TCP,C&C-PartOfAHorizontalPortScan-Attack
160.60.155.87,8.194.147.230,13579,25826,TCP,Benign
152.165.37.106,141.227.78.250,15698,23650,TCP,DDoS
100.45.167.80,155.175.130.234,51817,34573,TCP,No Attack
212.191.48.139,13.198.36.244,1998,33774,TCP,FileDownload
148.235.17.221,199.167.132.191,1982,56657,ICMP,Benign
235.126.128.152,97.220.184.235,43097,20248,TCP,Okiru
211.93.251.230,239.217.231.10,53074,38832,TCP,Benign
214.181.112.45,166.103.115.171,24691,13235,TCP,DDoS
92.109.241.110,42.232.199.207,16482,55136,ICMP,PartOfAHorizontalPortScan
122.58.72.40,72.115.123.184,34233,47588,TCP,PartOfAHorizontalPortScan
228.36.52.12,193.218.224.189,25987,18503,TCP,Benign
103.208.25.48,168.125.31.196,28858,35900,TCP,DDoS
153.27.25.44,169.144.79.107,19226,40756,ICMP,No Attack
132.76.121.144,40.109.30.177,21313,49611,UDP,C&C-HeartBeat-FileDownload
93.201.251.55,208.99.153.98,40231,44641,TCP,Okiru
161.94.212.141,230.173.51.130,56278,15454,TCP,DDoS
240.187.142.164,22.8.173.129,11902,8058,TCP,No Attack
65.241.125.195,165.159.161.43,49482,34929,ICMP,C&C-HeartBeat-Attack
57.68.38.171,217.215.41.180,33814,32038,TCP,Benign
174.82.197.91,123.206.184.163,23369,24765,TCP,Benign
62.179.80.139,141.96.223.73,38414,21689,TCP,DDoS
79.7.22.239,253.145.158.55,7297,55289,UDP,No Attack
12.113.199.30,130.58.57.84,40489,36227,UDP,Benign
180.233.75.94,91.230.113.38,35581,46538,TCP,No Attack
160.28.177.168,176.90.111.59,33929,39954,TCP,C&C-Tori
233.164.235.122,68.0.29.221,20750,32851,TCP,Benign
97.13.26.241,64.175.122.164,55123,23947,UDP,No Attack
241.138.139.154,160.139.128.78,36758,50065,TCP,C&C-HeartBeat-Attack
235.218.233.18,35.152.34.132,42547,25963,TCP,Okiru-Attack
212.54.94.80,45.67.63.12,21432,14040,TCP,C&C-HeartBeat
131.46.234.180,115.203.183.246,44796,36857,TCP,C&C-PartOfAHorizontalPortScan-Attack
70.11.84.65,97.158.86.79,7143,31529,TCP,Benign
90.179.136.210,4.72.66.41,64839,11187,TCP,PartOfAHorizontalPortScan
15.254.119.37,29.203.167.225,2437,38453,TCP,C&C-HeartBeat-Attack
211.102.95.144,215.230.225.199,38202,40050,ICMP,No Attack
101.48.8.246,169.185.177.221,23074,20583,TCP,Benign
97.145.116.28,124.141.37.34,7732,59241,UDP,No Attack
186.102.80.193,150.101.222.15,38358,41998,UDP,DDoS
237.134.116.48,168.125.86.58,51991,43090,TCP,PartOfAHorizontalPortScan
4.140.242.245,201.182.170.129,15975,63294,TCP,DDoS
66.120.12.217,179.55.172.248,12899,9379,TCP,Benign
181.232.31.141,203.191.233.91,30412,64596,UDP,Benign
222.74.70.213,156.29.54.117,64321,22978,TCP,DDoS
242.38.13.234,127.228.245.78,35450,51823,UDP,No Attack
112.105.40.218,136.167.198.47,26774,27384,TCP,FileDownload
75.203.64.100,143.172.160.173,48488,5518,UDP,DDoS
202.239.155.118,18.77.76.14,20418,38982,UDP,DDoS
116.37.76.156,144.201.8.79,17873,41764,TCP,C&C-HeartBeat
109.81.155.26,193.3.102.227,45672,42830,TCP,Benign
39.245.250.233,196.159.114.77,33418,13344,UDP,C&C-FileDownload
96.123.42.78,5.48.15.154,15888,24115,TCP,C&C-HeartBeat-Attack
50.7.114.66,149.211.8.130,50700,32782,TCP,C&C-HeartBeat-Attack
147.227.38.89,130.166.201.162,4448,7592,TCP,PartOfAHorizontalPortScan
107.218.86.39,114.176.14.54,47393,52283,TCP,DDoS
12.10.7.227,141.247.1.64,39801,12987,ICMP,No Attack
212.103.42.216,11.97.167.123,26818,52066,TCP,DDoS
55.64.68.226,0.147.120.220,26849,20685,TCP,C&C-Tori
67.2.200.0,204.25.243.143,4037,64212,UDP,C&C-HeartBeat-Attack
28.117.16.177,231.104.167.117,57257,48465,ICMP,FileDownload
152.16.176.14,164.100.251.249,8585,7323,TCP,C&C-Mirai
18.210.237.122,140.68.57.15,54625,7776,UDP,Benign
50.18.26.1,240.191.124.92,25002,11530,TCP,No Attack
4.209.104.19,66.198.120.35,62418,53557,TCP,Benign
232.72.57.110,162.83.202.151,23579,3232,TCP,C&C-HeartBeat
98.116.238.198,156.76.84.74,23879,7329,TCP,No Attack
58.232.106.74,189.11.79.191,33582,46463,UDP,No Attack
41.54.240.160,30.193.192.69,51535,42050,TCP,No Attack
169.200.124.187,11.226.123.159,32717,32502,TCP,C&C-HeartBeat-Attack
97.96.87.168,129.252.78.15,1761,17208,TCP,C&C-FileDownload
168.100.44.10,96.27.62.49,11111,16884,TCP,Benign
225.137.58.41,113.209.68.193,40047,11379,TCP,C&C-Tori
192.54.218.81,242.152.144.126,37634,7099,UDP,C&C-Tori
213.150.191.21,55.239.118.73,57804,40427,TCP,Benign
18.42.12.134,138.65.2.124,53731,38167,TCP,C&C-PartOfAHorizontalPortScan-Attack
182.144.163.60,230.125.82.158,65306,48507,UDP,Okiru
95.224.94.91,244.213.237.0,51171,63311,TCP,DDoS
144.105.65.199,77.153.166.122,24954,53844,TCP,C&C-Tori
60.117.147.14,148.96.234.240,47504,46049,UDP,Okiru-Attack
69.195.122.75,203.214.102.229,47435,9798,UDP,No Attack
61.55.110.162,77.218.67.46,20890,14738,ICMP,PartOfAHorizontalPortScan
214.19.123.62,135.201.78.37,14664,53105,ICMP,No Attack
128.38.155.81,75.223.159.29,7942,17353,ICMP,C&C-HeartBeat
17.72.244.71,158.178.187.58,6983,43294,TCP,PartOfAHorizontalPortScan
187.18.178.102,66.168.39.14,54577,40785,TCP,No Attack
0.102.204.56,79.46.111.187,56807,64623,ICMP,PartOfAHorizontalPortScan
187.75.95.26,220.78.104.139,12383,60646,TCP,Benign
163.159.168.112,247.216.55.25,45206,3670,TCP,No Attack
121.8.200.15,88.212.82.184,35289,18518,UDP,C&C-FileDownload
116.111.255.54,115.130.165.164,63745,26397,ICMP,No Attack
231.159.38.131,177.90.134.18,1879,10196,TCP,Benign
147.31.152.20,41.82.104.12,12948,55343,TCP,FileDownload
40.218.18.49,61.103.68.248,16860,59693,TCP,C&C-HeartBeat
36.13.203.226,0.145.45.134,31728,53438,TCP,PartOfAHorizontalPortScan
78.207.40.222,161.242.92.244,19248,28400,ICMP,Okiru-Attack
175.142.162.40,44.161.205.154,54173,34100,TCP,Benign
49.17.109.131,42.91.140.79,52944,49572,TCP,C&C-Tori
1.135.129.126,3.117.241.45,61790,29477,TCP,Benign
191.31.185.218,77.222.172.112,18399,42876,TCP,Benign
212.61.143.149,129.92.132.55,34063,29097,UDP,No Attack
237.226.197.177,240.232.149.200,6062,4895,TCP,C&C-HeartBeat-Attack
50.37.15.131,237.224.173.74,58915,45061,TCP,Benign
63.159.218.96,26.124.104.149,59784,54422,TCP,DDoS
208.202.89.14,32.152.126.150,53748,41963,TCP,PartOfAHorizontalPortScan
68.227.67.227,6.241.21.117,45836,56714,ICMP,C&C-HeartBeat
32.121.245.248,127.187.225.66,12792,29388,TCP,C&C-PartOfAHorizontalPortScan-Attack
62.7.134.44,211.125.211.225,14108,59457,TCP,Benign
204.46.76.255,102.76.33.105,49401,2289,TCP,C&C-HeartBeat
107.170.155.137,29.107.10.231,13972,53012,ICMP,DDoS
161.151.145.47,17.70.234.118,27761,14452,TCP,C&C-Tori
146.58.140.64,203.71.6.184,26028,46887,UDP,Benign
236.158.246.12,159.197.254.67,24127,2813,TCP,C&C-PartOfAHorizontalPortScan-Attack
91.175.132.101,105.135.51.208,56798,44440,TCP,C&C-PartOfAHorizontalPortScan-Attack
36.66.122.211,221.176.45.207,51468,50508,TCP,Benign
238.151.234.247,38.137.247.172,41852,28344,ICMP,No Attack
248.170.86.180,205.211.75.79,44004,19986,TCP,No Attack
219.209.112.79,225.197.83.60,42025,24515,TCP,C&C-HeartBeat-Attack
243.79.252.6,193.238.68.98,8974,63591,UDP,No Attack
65.150.39.246,50.26.73.176,19919,62690,TCP,No Attack
62.11.183.231,159.219.129.206,34321,35429,ICMP,C&C-PartOfAHorizontalPortScan-Attack
2.26.35.136,254.5.207.135,5304,21790,TCP,No Attack
205.162.88.109,96.28.168.146,3543,29054,TCP,No Attack
178.40.99.84,27.7.254.59,3862,33923,TCP,Benign
255.187.222.159,112.25.101.108,15185,21167,UDP,C&C-Tori
64.134.204.39,149.234.128.37,24277,23925,TCP,DDoS
125.44.180.200,74.209.119.174,31165,47918,UDP,No Attack
169.168.245.95,114.5.96.167,60651,63011,TCP,No Attack
24.116.9.94,247.161.18.9,23014,29560,TCP,No Attack
113.137.226.145,186.174.210.64,54497,45260,TCP,Okiru
110.114.218.151,89.99.167.173,15408,15089,UDP,Okiru
90.207.104.80,112.168.248.42,61390,25049,TCP,No Attack
191.202.151.134,207.111.246.45,22919,29593,TCP,Okiru-Attack
195.32.233.182,109.15.251.92,6445,21892,TCP,Okiru
98.182.192.171,58.162.230.206,3495,33223,UDP,Okiru-Attack
9.164.71.213,70.66.23.132,34735,7163,TCP,Okiru
85.38.215.122,234.224.233.38,31328,49748,TCP,C&C-Tori
205.243.48.197,125.254.209.52,1884,19098,TCP,No Attack
244.234.145.14,207.121.40.173,9384,11069,TCP,C&C-HeartBeat-Attack
23.232.245.218,103.192.254.38,4673,54466,UDP,Okiru
84.238.219.252,9.185.212.145,4583,62000,TCP,No Attack
59.35.7.247,206.164.201.180,34669,39489,TCP,Benign
150.70.195.72,181.198.218.155,39532,8194,ICMP,DDoS
102.245.103.129,66.16.4.128,10746,43957,UDP,No Attack
193.210.85.98,228.174.183.161,42851,23516,TCP,No Attack
125.187.78.16,207.196.154.255,3284,57124,TCP,No Attack
240.64.79.49,236.60.35.33,7311,25187,TCP,C&C-HeartBeat
246.71.34.105,245.72.49.4,33369,60687,TCP,Okiru-Attack
53.178.31.250,2.220.135.143,20567,62485,TCP,DDoS
240.176.201.199,73.115.52.213,13623,12226,TCP,No Attack
36.139.207.227,11.222.96.98,21166,1808,TCP,No Attack
228.0.125.139,243.13.229.43,61321,33713,TCP,C&C-PartOfAHorizontalPortScan-Attack
16.45.58.220,250.208.123.222,4106,56548,UDP,DDoS
27.215.115.25,15.51.37.85,58638,26392,UDP,C&C-Tori
233.210.92.92,90.173.123.177,36268,48058,ICMP,C&C-HeartBeat-FileDownload
117.171.13.116,173.84.192.16,59205,61392,UDP,No Attack
189.125.95.60,173.41.60.113,26936,19625,TCP,No Attack
246.97.56.146,46.70.165.83,45325,11079,TCP,No Attack
94.139.93.17,47.242.234.7,25816,48642,TCP,Benign
187.175.170.125,177.38.175.34,10918,6211,TCP,C&C-HeartBeat
203.120.67.149,3.189.80.58,27539,34313,TCP,Benign
19.166.73.171,122.232.62.9,39108,19273,UDP,No Attack
177.85.34.237,230.77.222.221,6008,28640,TCP,C&C-FileDownload
31.3.19.166,130.127.187.131,14282,52532,UDP,FileDownload
84.197.83.2,236.168.7.87,39858,27233,TCP,PartOfAHorizontalPortScan
84.243.86.242,172.235.30.72,19082,60174,TCP,Benign
220.148.237.181,234.34.85.145,51341,44627,TCP,DDoS
232.0.49.124,31.48.63.97,58730,45307,TCP,PartOfAHorizontalPortScan-Attack
64.132.246.40,11.168.189.142,43471,57471,TCP,No Attack
211.64.31.128,218.120.226.28,30130,31466,UDP,Benign
217.75.199.186,125.180.28.205,11690,17146,TCP,PartOfAHorizontalPortScan
241.242.174.186,102.100.46.143,60274,42970,TCP,Okiru-Attack
200.38.180.26,144.253.171.112,5888,7075,TCP,No Attack
129.243.152.226,114.65.168.70,41212,46290,TCP,C&C-FileDownload
142.46.234.241,48.252.102.219,25524,49924,TCP,C&C-FileDownload
79.233.26.52,134.159.75.129,50350,42825,TCP,DDoS
118.17.41.105,43.104.179.9,64354,44703,UDP,C&C-PartOfAHorizontalPortScan-Attack
223.196.241.192,134.153.119.221,30587,38587,TCP,FileDownload
161.75.66.24,70.198.142.92,8899,33702,TCP,C&C-Tori
56.60.241.103,135.97.151.0,54713,54448,UDP,C&C-PartOfAHorizontalPortScan-Attack
242.102.168.217,22.246.129.16,15869,10893,TCP,DDoS
81.180.71.226,18.117.137.165,52143,18817,TCP,C&C-Tori
95.36.76.20,16.238.182.208,60434,22702,TCP,Okiru-Attack
189.199.118.222,92.62.208.71,2679,64909,ICMP,No Attack
42.26.41.1,88.58.103.16,55677,64956,TCP,C&C-Mirai
57.196.246.49,32.24.217.223,11732,45955,TCP,No Attack
173.111.248.224,136.176.243.227,46974,28502,TCP,No Attack
164.23.76.218,96.115.157.100,26585,38097,UDP,C&C-FileDownload
218.150.25.197,102.160.198.231,55930,63430,TCP,PartOfAHorizontalPortScan
2.186.139.59,231.79.255.204,47479,58327,TCP,No Attack
64.148.35.115,244.232.128.247,42577,20114,ICMP,C&C-Tori
93.193.181.61,54.171.30.229,38179,12440,TCP,C&C-Tori
167.246.134.160,155.44.111.172,62131,59888,UDP,C&C-PartOfAHorizontalPortScan-Attack
166.151.94.174,217.35.215.165,13213,49006,TCP,No Attack
58.245.130.255,15.108.49.170,10700,35744,TCP,DDoS
225.124.186.48,85.160.168.157,13723,34031,ICMP,No Attack
199.97.235.149,199.77.149.187,51471,3151,ICMP,Benign
145.20.174.184,44.71.122.90,18217,51130,TCP,C&C-FileDownload
7.150.69.216,11.196.166.198,21009,54097,TCP,No Attack
238.137.66.217,95.118.217.179,31754,43300,TCP,No Attack
122.210.81.186,214.191.87.59,10293,39530,UDP,DDoS
164.119.144.236,212.245.253.17,31058,42515,TCP,Benign
90.189.86.231,158.9.242.224,63552,58783,ICMP,No Attack
36.106.90.154,27.233.52.255,57428,31330,TCP,No Attack
248.83.163.19,112.142.249.7,3605,54084,TCP,Okiru-Attack
183.81.238.161,133.14.150.192,17681,39534,TCP,DDoS
161.220.157.184,118.18.110.63,31497,35297,UDP,Benign
156.211.61.102,29.88.202.240,45434,35845,TCP,DDoS
43.253.62.196,0.252.138.134,6197,4220,TCP,No Attack
56.185.155.198,215.243.52.37,63149,52502,TCP,No Attack
50.159.87.116,86.177.209.118,58650,33592,TCP,Benign
106.142.170.132,82.185.213.42,48070,34828,UDP,Benign
161.249.125.110,119.99.176.223,21702,1776,TCP,No Attack
235.182.178.138,200.45.100.141,8899,12887,TCP,FileDownload
79.85.133.204,20.255.124.162,23899,14621,TCP,Okiru-Attack
179.55.96.2,102.28.233.244,48418,65499,TCP,Okiru
2.87.34.131,177.145.118.128,10270,59687,ICMP,No Attack
164.210.121.40,229.138.51.44,12905,49373,TCP,No Attack
157.240.240.68,137.3.168.205,32590,28638,UDP,DDoS
101.162.20.137,134.79.40.232,37652,14271,TCP,Benign
228.113.113.168,12.20.27.101,16585,42871,TCP,C&C-Tori
